name:es_aa,name:es_var,type_var,2014
Paraguay,Es...Distributed clean energy service providers,ind,0.0
Paraguay,Gestión de GEI,param,1.264
Paraguay,Es...Carbon offsets historical activity,ind,0.038
Paraguay,Es...CDM risk,ind,0.05
Paraguay,Es...Carbon offsets future potential,ind,0.027
Paraguay,Es...GHG emissions reduction target,ind,0.0
Paraguay,Es...GHG country registry,ind,0.0
Paraguay,Es...GHG market-based instruments,ind,0.0
Paraguay,Es...PMR & NAMA,ind,0.0
Paraguay,Es...Voluntary GHG reporting by corporates,ind,0.0
Paraguay,Es...Investor pressure – PRI signatories,ind,0.0
Paraguay,Es...Corporate energy efficiency initiatives,ind,0.0
Paraguay,Es...Corporate emission reduction policies,ind,0.0
Paraguay,Es...Capacity building – env. business training,ind,0.038
Paraguay,Es...Capacity building – think tanks,ind,0.038
Paraguay,Es...Global rank,rank,50.0
Paraguay,Es...Regional rank,rank,22.0
Ruanda,Puntaje,score,1.154
Ruanda,Marco Propicio,param,1.614
Ruanda,Es...Clean energy policies,ind,0.089
Ruanda,Es...Power sector structure,ind,0.053
Ruanda,Es...Distributed energy regulatory framework,ind,0.044
Ruanda,Es...Clean energy rural electrification,ind,0.04
Ruanda,Es...Energy access policies,ind,0.056
Ruanda,Es...Policy barriers,ind,0.02
Ruanda,Es...Clean energy installed capacity,ind,0.144
Ruanda,Es...Growth rate of installed capacity,ind,0.0
Ruanda,Es...Clean energy electricity generation,ind,0.083
Ruanda,Es...Growth rate of electricity generation,ind,0.0
Ruanda,Es...Biofuels production,ind,0.0
Ruanda,Es...Growth rate biofuels production,ind,0.0
Ruanda,Es...Average electricity spot prices,ind,0.0
Ruanda,Es...Average retail electricity prices,ind,0.053
Ruanda,Es...Average residential electricity prices,ind,0.0
Ruanda,Es...Average commercial electricity prices,ind,0.0
Ruanda,Es...Average industrial electricity prices,ind,0.0
Ruanda,Es...Average kerosene prices,ind,0.0
Ruanda,Es...Average diesel prices,ind,0.023
Ruanda,Es...Growth rate of power demand,ind,0.009
Ruanda,Es...Electrification rate,ind,0.011
Ruanda,Es...Population using solid fuels for cooking,ind,0.02
Ruanda,Financiamiento y Inversión,param,0.434
Ruanda,Es...Clean energy investments,ind,0.051
Ruanda,Es...Growth rate of clean energy investments,ind,0.026
Ruanda,Es...Asset finance investments,ind,0.0
Ruanda,Es...Corporate finance investments,ind,0.0
Ruanda,Es...VC/PE investments,ind,0.0
Ruanda,"Es...Loans, grants, grant programs",ind,0.0
Ruanda,Es...Local investments,ind,0.0
Ruanda,Es...Number of Green MFI,ind,0.0
Ruanda,Es...Green micro-loans,ind,0.0
Ruanda,Es...Green micro-borrowers,ind,0.0
Ruanda,Es...Average cost of green micro debt,ind,0.0
Ruanda,Es...Average cost of debt,ind,0.032
Ruanda,Es...Swap rate,ind,0.02
Ruanda,Cadenas de valor,param,1.855
Ruanda,Es...Financial institutions in clean energy,ind,0.0
Ruanda,Es...Value chains by clean energy sector,ind,0.047
Ruanda,Es...Distributed clean energy value chains by sector,ind,0.094
Ruanda,Es...Clean energy service providers,ind,0.03
Ruanda,Es...Distributed clean energy service providers,ind,0.107
Ruanda,Gestión de GEI,param,0.667
Ruanda,Es...Carbon offsets historical activity,ind,0.038
Ruanda,Es...CDM risk,ind,0.062
Ruanda,Es...Carbon offsets future potential,ind,0.0
Ruanda,Es...GHG emissions reduction target,ind,0.0
Ruanda,Es...GHG country registry,ind,0.0
Ruanda,Es...GHG market-based instruments,ind,0.0
Ruanda,Es...PMR & NAMA,ind,0.0
Ruanda,Es...Voluntary GHG reporting by corporates,ind,0.0
Ruanda,Es...Investor pressure – PRI signatories,ind,0.0
Ruanda,Es...Corporate energy efficiency initiatives,ind,0.0
Ruanda,Es...Corporate emission reduction policies,ind,0.0
Ruanda,Es...Capacity building – env. business training,ind,0.0
Ruanda,Es...Capacity building – think tanks,ind,0.0
Ruanda,Es...Global rank,rank,24.0
Ruanda,Es...Regional rank,rank,7.0
Sierra Leona,Puntaje,score,0.736
Sierra Leona,Marco Propicio,param,0.966
Sierra Leona,Es...Clean energy policies,ind,0.0
Sierra Leona,Es...Power sector structure,ind,0.032
Sierra Leona,Es...Distributed energy regulatory framework,ind,0.013
Sierra Leona,Es...Clean energy rural electrification,ind,0.04
Sierra Leona,Es...Energy access policies,ind,0.042
Sierra Leona,Es...Policy barriers,ind,0.002
Sierra Leona,Es...Clean energy installed capacity,ind,0.082
Sierra Leona,Es...Growth rate of installed capacity,ind,0.0
Sierra Leona,Es...Clean energy electricity generation,ind,0.032
Sierra Leona,Es...Growth rate of electricity generation,ind,0.0
Sierra Leona,Es...Biofuels production,ind,0.0
Sierra Leona,Es...Growth rate biofuels production,ind,0.0
Sierra Leona,Es...Average electricity spot prices,ind,0.0
Sierra Leona,Es...Average retail electricity prices,ind,0.061
Sierra Leona,Es...Average residential electricity prices,ind,0.0
Sierra Leona,Es...Average commercial electricity prices,ind,0.0
Sierra Leona,Es...Average industrial electricity prices,ind,0.0
Sierra Leona,Es...Average kerosene prices,ind,0.026
Sierra Leona,Es...Average diesel prices,ind,0.015
Sierra Leona,Es...Growth rate of power demand,ind,0.0
Sierra Leona,Es...Electrification rate,ind,0.021
Sierra Leona,Es...Population using solid fuels for cooking,ind,0.02
Sierra Leona,Financiamiento y Inversión,param,0.575
Sierra Leona,Es...Clean energy investments,ind,0.097
Sierra Leona,Es...Growth rate of clean energy investments,ind,0.0
Sierra Leona,Es...Asset finance investments,ind,0.0
Sierra Leona,Es...Corporate finance investments,ind,0.0
Sierra Leona,Es...VC/PE investments,ind,0.0
Sierra Leona,"Es...Loans, grants, grant programs",ind,0.005
Sierra Leona,Es...Local investments,ind,0.0
Sierra Leona,Es...Number of Green MFI,ind,0.0
Sierra Leona,Es...Green micro-loans,ind,0.0
Sierra Leona,Es...Green micro-borrowers,ind,0.0
Sierra Leona,Es...Average cost of green micro debt,ind,0.0
Sierra Leona,Es...Average cost of debt,ind,0.026
Sierra Leona,Es...Swap rate,ind,0.044
Sierra Leona,Cadenas de valor,param,0.913
Sierra Leona,Es...Financial institutions in clean energy,ind,0.03
Sierra Leona,Es...Value chains by clean energy sector,ind,0.028
Sierra Leona,Es...Distributed clean energy value chains by sector,ind,0.0
Sierra Leona,Es...Clean energy service providers,ind,0.015
Sierra Leona,Es...Distributed clean energy service providers,ind,0.064
Sierra Leona,Gestión de GEI,param,0.265
Sierra Leona,Es...Carbon offsets historical activity,ind,0.0
Sierra Leona,Es...CDM risk,ind,0.038
Sierra Leona,Es...Carbon offsets future potential,ind,0.002
Sierra Leona,Es...GHG emissions reduction target,ind,0.0
Sierra Leona,Es...GHG country registry,ind,0.0
Sierra Leona,Es...GHG market-based instruments,ind,0.0
Sierra Leona,Es...PMR & NAMA,ind,0.0
Sierra Leona,Es...Voluntary GHG reporting by corporates,ind,0.0
Sierra Leona,Es...Investor pressure – PRI signatories,ind,0.0
Sierra Leona,Es...Corporate energy efficiency initiatives,ind,0.0
Sierra Leona,Es...Corporate emission reduction policies,ind,0.0
Sierra Leona,Es...Capacity building – env. business training,ind,0.0
Sierra Leona,Es...Capacity building – think tanks,ind,0.0
Sierra Leona,Es...Global rank,rank,44.0
Sierra Leona,Es...Regional rank,rank,16.0
Senegal,Puntaje,score,1.06
Senegal,Marco Propicio,param,1.132
Senegal,Es...Clean energy policies,ind,0.091
Senegal,Es...Power sector structure,ind,0.059
Senegal,Es...Distributed energy regulatory framework,ind,0.067
Senegal,Es...Clean energy rural electrification,ind,0.04
Senegal,Es...Energy access policies,ind,0.061
Senegal,Es...Policy barriers,ind,0.003
Senegal,Es...Clean energy installed capacity,ind,0.0
Senegal,Es...Growth rate of installed capacity,ind,0.0
Senegal,Es...Clean energy electricity generation,ind,0.0
Senegal,Es...Growth rate of electricity generation,ind,0.0
Senegal,Es...Biofuels production,ind,0.001
Senegal,Es...Growth rate biofuels production,ind,0.0
Senegal,Es...Average electricity spot prices,ind,0.0
Senegal,Es...Average retail electricity prices,ind,0.056
Senegal,Es...Average residential electricity prices,ind,0.0
Senegal,Es...Average commercial electricity prices,ind,0.0
Senegal,Es...Average industrial electricity prices,ind,0.0
Senegal,Es...Average kerosene prices,ind,0.031
Senegal,Es...Average diesel prices,ind,0.023
Senegal,Es...Growth rate of power demand,ind,0.002
Senegal,Es...Electrification rate,ind,0.007
Senegal,Es...Population using solid fuels for cooking,ind,0.011
Senegal,Financiamiento y Inversión,param,0.723
Senegal,Es...Clean energy investments,ind,0.018
Senegal,Es...Growth rate of clean energy investments,ind,0.0
Senegal,Es...Asset finance investments,ind,0.0
Senegal,Es...Corporate finance investments,ind,0.0
Senegal,Es...VC/PE investments,ind,0.0
Senegal,"Es...Loans, grants, grant programs",ind,0.012
Senegal,Es...Local investments,ind,0.0
Senegal,Es...Number of Green MFI,ind,0.006
Senegal,Es...Green micro-loans,ind,0.0
Senegal,Es...Green micro-borrowers,ind,0.0
Senegal,Es...Average cost of green micro debt,ind,0.005
Senegal,Es...Average cost of debt,ind,0.0
Senegal,Es...Swap rate,ind,0.175
Senegal,Cadenas de valor,param,2.158
Senegal,Es...Financial institutions in clean energy,ind,0.06
Senegal,Es...Value chains by clean energy sector,ind,0.036
Senegal,Es...Distributed clean energy value chains by sector,ind,0.075
Senegal,Es...Clean energy service providers,ind,0.068
Senegal,Es...Distributed clean energy service providers,ind,0.086
Senegal,Gestión de GEI,param,0.441
Senegal,Es...Carbon offsets historical activity,ind,0.038
Senegal,Es...CDM risk,ind,0.012
Senegal,Es...Carbon offsets future potential,ind,0.016
Senegal,Es...GHG emissions reduction target,ind,0.0
Senegal,Es...GHG country registry,ind,0.0
Senegal,Es...GHG market-based instruments,ind,0.0
Senegal,Es...PMR & NAMA,ind,0.0
Senegal,Es...Voluntary GHG reporting by corporates,ind,0.0
Senegal,Es...Investor pressure – PRI signatories,ind,0.0
Senegal,Es...Corporate energy efficiency initiatives,ind,0.0
Senegal,Es...Corporate emission reduction policies,ind,0.0
Senegal,Es...Capacity building – env. business training,ind,0.0
Senegal,Es...Capacity building – think tanks,ind,0.0
Senegal,Es...Global rank,rank,30.0
Senegal,Es...Regional rank,rank,9.0
Surinam,Puntaje,score,0.303
Surinam,Marco Propicio,param,0.209
Surinam,Es...Clean energy policies,ind,0.0
Surinam,Es...Power sector structure,ind,0.06
Surinam,Es...Distributed energy regulatory framework,ind,0.0
Surinam,Es...Clean energy rural electrification,ind,0.0
Surinam,Es...Energy access policies,ind,0.0
Surinam,Es...Policy barriers,ind,0.004
Surinam,Es...Clean energy installed capacity,ind,0.0
Surinam,Es...Growth rate of installed capacity,ind,0.0
Surinam,Es...Clean energy electricity generation,ind,0.0
Surinam,Es...Growth rate of electricity generation,ind,0.0
Surinam,Es...Biofuels production,ind,0.0
Surinam,Es...Growth rate biofuels production,ind,0.0
Surinam,Es...Average electricity spot prices,ind,0.0
Surinam,Es...Average retail electricity prices,ind,0.017
Surinam,Es...Average residential electricity prices,ind,0.0
Surinam,Es...Average commercial electricity prices,ind,0.0
Surinam,Es...Average industrial electricity prices,ind,0.0
Surinam,Es...Average kerosene prices,ind,0.0
Surinam,Es...Average diesel prices,ind,0.0
Surinam,Es...Growth rate of power demand,ind,0.0
Surinam,Es...Electrification rate,ind,0.002
Surinam,Es...Population using solid fuels for cooking,ind,0.0
Surinam,Financiamiento y Inversión,param,0.466
Surinam,Es...Clean energy investments,ind,0.0
Surinam,Es...Growth rate of clean energy investments,ind,0.0
Surinam,Es...Asset finance investments,ind,0.0
Surinam,Es...Corporate finance investments,ind,0.0
Surinam,Es...VC/PE investments,ind,0.0
Surinam,"Es...Loans, grants, grant programs",ind,0.06
Surinam,Es...Local investments,ind,0.0
Surinam,Es...Number of Green MFI,ind,0.0
Surinam,Es...Green micro-loans,ind,0.0
Surinam,Es...Green micro-borrowers,ind,0.0
Surinam,Es...Average cost of green micro debt,ind,0.0
Surinam,Es...Average cost of debt,ind,0.045
Surinam,Es...Swap rate,ind,0.035
Surinam,Cadenas de valor,param,0.197
Surinam,Es...Financial institutions in clean energy,ind,0.0
Surinam,Es...Value chains by clean energy sector,ind,0.03
Surinam,Es...Distributed clean energy value chains by sector,ind,0.0
Surinam,Es...Clean energy service providers,ind,0.0
Surinam,Es...Distributed clean energy service providers,ind,0.0
Surinam,Gestión de GEI,param,0.334
Surinam,Es...Carbon offsets historical activity,ind,0.0
Surinam,Es...CDM risk,ind,0.012
Surinam,Es...Carbon offsets future potential,ind,0.0
Surinam,Es...GHG emissions reduction target,ind,0.0
Surinam,Es...GHG country registry,ind,0.0
Surinam,Es...GHG market-based instruments,ind,0.0
Surinam,Es...PMR & NAMA,ind,0.0
Surinam,Es...Voluntary GHG reporting by corporates,ind,0.0
Surinam,Es...Investor pressure – PRI signatories,ind,0.0
Surinam,Es...Corporate energy efficiency initiatives,ind,0.0
Surinam,Es...Corporate emission reduction policies,ind,0.0
Surinam,Es...Capacity building – env. business training,ind,0.038
Surinam,Es...Capacity building – think tanks,ind,0.0
Surinam,Es...Global rank,rank,55.0
Surinam,Es...Regional rank,rank,26.0
El Salvador,Puntaje,score,1.117
El Salvador,Marco Propicio,param,1.313
El Salvador,Es...Clean energy policies,ind,0.059
El Salvador,Es...Power sector structure,ind,0.164
El Salvador,Es...Distributed energy regulatory framework,ind,0.0
El Salvador,Es...Clean energy rural electrification,ind,0.04
El Salvador,Es...Energy access policies,ind,0.0
El Salvador,Es...Policy barriers,ind,0.029
El Salvador,Es...Clean energy installed capacity,ind,0.057
El Salvador,Es...Growth rate of installed capacity,ind,0.0
El Salvador,Es...Clean energy electricity generation,ind,0.049
El Salvador,Es...Growth rate of electricity generation,ind,0.005
El Salvador,Es...Biofuels production,ind,0.0
El Salvador,Es...Growth rate biofuels production,ind,0.0
El Salvador,Es...Average electricity spot prices,ind,0.067
El Salvador,Es...Average retail electricity prices,ind,0.043
El Salvador,Es...Average residential electricity prices,ind,0.0
El Salvador,Es...Average commercial electricity prices,ind,0.0
El Salvador,Es...Average industrial electricity prices,ind,0.0
El Salvador,Es...Average kerosene prices,ind,0.0
El Salvador,Es...Average diesel prices,ind,0.0
El Salvador,Es...Growth rate of power demand,ind,0.012
El Salvador,Es...Electrification rate,ind,0.002
El Salvador,Es...Population using solid fuels for cooking,ind,0.0
El Salvador,Financiamiento y Inversión,param,1.124
El Salvador,Es...Clean energy investments,ind,0.011
El Salvador,Es...Growth rate of clean energy investments,ind,0.063
El Salvador,Es...Asset finance investments,ind,0.0
El Salvador,Es...Corporate finance investments,ind,0.0
El Salvador,Es...VC/PE investments,ind,0.0
El Salvador,"Es...Loans, grants, grant programs",ind,0.004
El Salvador,Es...Local investments,ind,0.013
El Salvador,Es...Number of Green MFI,ind,0.063
El Salvador,Es...Green micro-loans,ind,0.0
El Salvador,Es...Green micro-borrowers,ind,0.002
El Salvador,Es...Average cost of green micro debt,ind,0.006
El Salvador,Es...Average cost of debt,ind,0.0
El Salvador,Es...Swap rate,ind,0.175
El Salvador,Cadenas de valor,param,0.836
El Salvador,Es...Financial institutions in clean energy,ind,0.038
El Salvador,Es...Value chains by clean energy sector,ind,0.069
El Salvador,Es...Distributed clean energy value chains by sector,ind,0.0
El Salvador,Es...Clean energy service providers,ind,0.019
El Salvador,Es...Distributed clean energy service providers,ind,0.0
El Salvador,Gestión de GEI,param,0.852
El Salvador,Es...Carbon offsets historical activity,ind,0.0
El Salvador,Es...CDM risk,ind,0.038
El Salvador,Es...Carbon offsets future potential,ind,0.015
El Salvador,Es...GHG emissions reduction target,ind,0.0
El Salvador,Es...GHG country registry,ind,0.0
El Salvador,Es...GHG market-based instruments,ind,0.0
El Salvador,Es...PMR & NAMA,ind,0.0
El Salvador,Es...Voluntary GHG reporting by corporates,ind,0.0
El Salvador,Es...Investor pressure – PRI signatories,ind,0.0
El Salvador,Es...Corporate energy efficiency initiatives,ind,0.0
El Salvador,Es...Corporate emission reduction policies,ind,0.0
El Salvador,Es...Capacity building – env. business training,ind,0.038
El Salvador,Es...Capacity building – think tanks,ind,0.038
El Salvador,Es...Global rank,rank,27.0
El Salvador,Es...Regional rank,rank,12.0
Tayikistan,Puntaje,score,0.481
Tayikistan,Marco Propicio,param,0.45
Tayikistan,Es...Clean energy policies,ind,0.09
Tayikistan,Es...Power sector structure,ind,0.051
Tayikistan,Es...Distributed energy regulatory framework,ind,0.0
Tayikistan,Es...Clean energy rural electrification,ind,0.0
Tayikistan,Es...Energy access policies,ind,0.0
Tayikistan,Es...Policy barriers,ind,0.007
Tayikistan,Es...Clean energy installed capacity,ind,0.004
Tayikistan,Es...Growth rate of installed capacity,ind,0.0
Tayikistan,Es...Clean energy electricity generation,ind,0.001
Tayikistan,Es...Growth rate of electricity generation,ind,0.018
Tayikistan,Es...Biofuels production,ind,0.0
Tayikistan,Es...Growth rate biofuels production,ind,0.0
Tayikistan,Es...Average electricity spot prices,ind,0.0
Tayikistan,Es...Average retail electricity prices,ind,0.007
Tayikistan,Es...Average residential electricity prices,ind,0.0
Tayikistan,Es...Average commercial electricity prices,ind,0.0
Tayikistan,Es...Average industrial electricity prices,ind,0.0
Tayikistan,Es...Average kerosene prices,ind,0.0
Tayikistan,Es...Average diesel prices,ind,0.0
Tayikistan,Es...Growth rate of power demand,ind,0.0
Tayikistan,Es...Electrification rate,ind,0.002
Tayikistan,Es...Population using solid fuels for cooking,ind,0.0
Tayikistan,Financiamiento y Inversión,param,0.22
Tayikistan,Es...Clean energy investments,ind,0.002
Tayikistan,Es...Growth rate of clean energy investments,ind,0.0
Tayikistan,Es...Asset finance investments,ind,0.0
Tayikistan,Es...Corporate finance investments,ind,0.0
Tayikistan,Es...VC/PE investments,ind,0.0
Tayikistan,"Es...Loans, grants, grant programs",ind,0.0
Tayikistan,Es...Local investments,ind,0.0
Tayikistan,Es...Number of Green MFI,ind,0.01
Tayikistan,Es...Green micro-loans,ind,0.0
Tayikistan,Es...Green micro-borrowers,ind,0.001
Tayikistan,Es...Average cost of green micro debt,ind,0.007
Tayikistan,Es...Average cost of debt,ind,0.046
Tayikistan,Es...Swap rate,ind,0.0
Tayikistan,Cadenas de valor,param,0.763
Tayikistan,Es...Financial institutions in clean energy,ind,0.0
Tayikistan,Es...Value chains by clean energy sector,ind,0.039
Tayikistan,Es...Distributed clean energy value chains by sector,ind,0.0
Tayikistan,Es...Clean energy service providers,ind,0.075
Tayikistan,Es...Distributed clean energy service providers,ind,0.0
Tayikistan,Gestión de GEI,param,0.801
Tayikistan,Es...Carbon offsets historical activity,ind,0.038
Tayikistan,Es...CDM risk,ind,0.0
Tayikistan,Es...Carbon offsets future potential,ind,0.008
Tayikistan,Es...GHG emissions reduction target,ind,0.0
Tayikistan,Es...GHG country registry,ind,0.0
Tayikistan,Es...GHG market-based instruments,ind,0.0
Tayikistan,Es...PMR & NAMA,ind,0.0
Tayikistan,Es...Voluntary GHG reporting by corporates,ind,0.0
Tayikistan,Es...Investor pressure – PRI signatories,ind,0.0
Tayikistan,Es...Corporate energy efficiency initiatives,ind,0.0
Tayikistan,Es...Corporate emission reduction policies,ind,0.0
Tayikistan,Es...Capacity building – env. business training,ind,0.038
Tayikistan,Es...Capacity building – think tanks,ind,0.038
Tayikistan,Es...Global rank,rank,53.0
Tayikistan,Es...Regional rank,rank,10.0
Trinidad y Tobago,Puntaje,score,0.539
Trinidad y Tobago,Marco Propicio,param,0.24
Trinidad y Tobago,Es...Clean energy policies,ind,0.0
Trinidad y Tobago,Es...Power sector structure,ind,0.07
Trinidad y Tobago,Es...Distributed energy regulatory framework,ind,0.0
Trinidad y Tobago,Es...Clean energy rural electrification,ind,0.0
Trinidad y Tobago,Es...Energy access policies,ind,0.0
Trinidad y Tobago,Es...Policy barriers,ind,0.004
Trinidad y Tobago,Es...Clean energy installed capacity,ind,0.0
Trinidad y Tobago,Es...Growth rate of installed capacity,ind,0.0
Trinidad y Tobago,Es...Clean energy electricity generation,ind,0.0
Trinidad y Tobago,Es...Growth rate of electricity generation,ind,0.0
Trinidad y Tobago,Es...Biofuels production,ind,0.0
Trinidad y Tobago,Es...Growth rate biofuels production,ind,0.0
Trinidad y Tobago,Es...Average electricity spot prices,ind,0.0
Trinidad y Tobago,Es...Average retail electricity prices,ind,0.021
Trinidad y Tobago,Es...Average residential electricity prices,ind,0.0
Trinidad y Tobago,Es...Average commercial electricity prices,ind,0.0
Trinidad y Tobago,Es...Average industrial electricity prices,ind,0.0
Trinidad y Tobago,Es...Average kerosene prices,ind,0.0
Trinidad y Tobago,Es...Average diesel prices,ind,0.0
Trinidad y Tobago,Es...Growth rate of power demand,ind,0.0
Trinidad y Tobago,Es...Electrification rate,ind,0.002
Trinidad y Tobago,Es...Population using solid fuels for cooking,ind,0.0
Trinidad y Tobago,Financiamiento y Inversión,param,0.866
Trinidad y Tobago,Es...Clean energy investments,ind,0.009
Trinidad y Tobago,Es...Growth rate of clean energy investments,ind,0.0
Trinidad y Tobago,Es...Asset finance investments,ind,0.0
Trinidad y Tobago,Es...Corporate finance investments,ind,0.0
Trinidad y Tobago,Es...VC/PE investments,ind,0.0
Trinidad y Tobago,"Es...Loans, grants, grant programs",ind,0.0
Trinidad y Tobago,Es...Local investments,ind,0.0
Trinidad y Tobago,Es...Number of Green MFI,ind,0.002
Trinidad y Tobago,Es...Green micro-loans,ind,0.0
Trinidad y Tobago,Es...Green micro-borrowers,ind,0.0
Trinidad y Tobago,Es...Average cost of green micro debt,ind,0.05
Trinidad y Tobago,Es...Average cost of debt,ind,0.072
Trinidad y Tobago,Es...Swap rate,ind,0.128
Trinidad y Tobago,Cadenas de valor,param,0.632
Trinidad y Tobago,Es...Financial institutions in clean energy,ind,0.038
Trinidad y Tobago,Es...Value chains by clean energy sector,ind,0.02
Trinidad y Tobago,Es...Distributed clean energy value chains by sector,ind,0.0
Trinidad y Tobago,Es...Clean energy service providers,ind,0.038
Trinidad y Tobago,Es...Distributed clean energy service providers,ind,0.0
Trinidad y Tobago,Gestión de GEI,param,0.586
Trinidad y Tobago,Es...Carbon offsets historical activity,ind,0.0
Trinidad y Tobago,Es...CDM risk,ind,0.012
Trinidad y Tobago,Es...Carbon offsets future potential,ind,0.038
Trinidad y Tobago,Es...GHG emissions reduction target,ind,0.0
Trinidad y Tobago,Es...GHG country registry,ind,0.0
Trinidad y Tobago,Es...GHG market-based instruments,ind,0.0
Trinidad y Tobago,Es...PMR & NAMA,ind,0.0
Trinidad y Tobago,Es...Voluntary GHG reporting by corporates,ind,0.0
Trinidad y Tobago,Es...Investor pressure – PRI signatories,ind,0.0
Trinidad y Tobago,Es...Corporate energy efficiency initiatives,ind,0.0
Trinidad y Tobago,Es...Corporate emission reduction policies,ind,0.0
Trinidad y Tobago,Es...Capacity building – env. business training,ind,0.038
Trinidad y Tobago,Es...Capacity building – think tanks,ind,0.0
Trinidad y Tobago,Es...Global rank,rank,51.0
Trinidad y Tobago,Es...Regional rank,rank,23.0
Tanzania,Puntaje,score,1.208
Tanzania,Marco Propicio,param,1.27
Tanzania,Es...Clean energy policies,ind,0.087
Tanzania,Es...Power sector structure,ind,0.044
Tanzania,Es...Distributed energy regulatory framework,ind,0.093
Tanzania,Es...Clean energy rural electrification,ind,0.04
Tanzania,Es...Energy access policies,ind,0.063
Tanzania,Es...Policy barriers,ind,0.02
Tanzania,Es...Clean energy installed capacity,ind,0.009
Tanzania,Es...Growth rate of installed capacity,ind,0.0
Tanzania,Es...Clean energy electricity generation,ind,0.005
Tanzania,Es...Growth rate of electricity generation,ind,0.0
Tanzania,Es...Biofuels production,ind,0.0
Tanzania,Es...Growth rate biofuels production,ind,0.0
Tanzania,Es...Average electricity spot prices,ind,0.0
Tanzania,Es...Average retail electricity prices,ind,0.018
Tanzania,Es...Average residential electricity prices,ind,0.0
Tanzania,Es...Average commercial electricity prices,ind,0.0
Tanzania,Es...Average industrial electricity prices,ind,0.0
Tanzania,Es...Average kerosene prices,ind,0.031
Tanzania,Es...Average diesel prices,ind,0.019
Tanzania,Es...Growth rate of power demand,ind,0.049
Tanzania,Es...Electrification rate,ind,0.011
Tanzania,Es...Population using solid fuels for cooking,ind,0.02
Tanzania,Financiamiento y Inversión,param,0.344
Tanzania,Es...Clean energy investments,ind,0.005
Tanzania,Es...Growth rate of clean energy investments,ind,0.022
Tanzania,Es...Asset finance investments,ind,0.0
Tanzania,Es...Corporate finance investments,ind,0.0
Tanzania,Es...VC/PE investments,ind,0.0
Tanzania,"Es...Loans, grants, grant programs",ind,0.003
Tanzania,Es...Local investments,ind,0.0
Tanzania,Es...Number of Green MFI,ind,0.001
Tanzania,Es...Green micro-loans,ind,0.0
Tanzania,Es...Green micro-borrowers,ind,0.004
Tanzania,Es...Average cost of green micro debt,ind,0.004
Tanzania,Es...Average cost of debt,ind,0.034
Tanzania,Es...Swap rate,ind,0.029
Tanzania,Cadenas de valor,param,3.006
Tanzania,Es...Financial institutions in clean energy,ind,0.15
Tanzania,Es...Value chains by clean energy sector,ind,0.051
Tanzania,Es...Distributed clean energy value chains by sector,ind,0.075
Tanzania,Es...Clean energy service providers,ind,0.068
Tanzania,Es...Distributed clean energy service providers,ind,0.107
Tanzania,Gestión de GEI,param,0.973
Tanzania,Es...Carbon offsets historical activity,ind,0.075
Tanzania,Es...CDM risk,ind,0.05
Tanzania,Es...Carbon offsets future potential,ind,0.021
Tanzania,Es...GHG emissions reduction target,ind,0.0
Tanzania,Es...GHG country registry,ind,0.0
Tanzania,Es...GHG market-based instruments,ind,0.0
Tanzania,Es...PMR & NAMA,ind,0.0
Tanzania,Es...Voluntary GHG reporting by corporates,ind,0.0
Tanzania,Es...Investor pressure – PRI signatories,ind,0.0
Tanzania,Es...Corporate energy efficiency initiatives,ind,0.0
Tanzania,Es...Corporate emission reduction policies,ind,0.0
Tanzania,Es...Capacity building – env. business training,ind,0.0
Tanzania,Es...Capacity building – think tanks,ind,0.0
Tanzania,Es...Global rank,rank,21.0
Tanzania,Es...Regional rank,rank,5.0
Uganda,Puntaje,score,1.482
Uganda,Marco Propicio,param,1.307
Uganda,Es...Clean energy policies,ind,0.063
Uganda,Es...Power sector structure,ind,0.066
Uganda,Es...Distributed energy regulatory framework,ind,0.069
Uganda,Es...Clean energy rural electrification,ind,0.04
Uganda,Es...Energy access policies,ind,0.055
Uganda,Es...Policy barriers,ind,0.02
Uganda,Es...Clean energy installed capacity,ind,0.045
Uganda,Es...Growth rate of installed capacity,ind,0.001
Uganda,Es...Clean energy electricity generation,ind,0.04
Uganda,Es...Growth rate of electricity generation,ind,0.0
Uganda,Es...Biofuels production,ind,0.0
Uganda,Es...Growth rate biofuels production,ind,0.0
Uganda,Es...Average electricity spot prices,ind,0.0
Uganda,Es...Average retail electricity prices,ind,0.048
Uganda,Es...Average residential electricity prices,ind,0.0
Uganda,Es...Average commercial electricity prices,ind,0.0
Uganda,Es...Average industrial electricity prices,ind,0.0
Uganda,Es...Average kerosene prices,ind,0.026
Uganda,Es...Average diesel prices,ind,0.02
Uganda,Es...Growth rate of power demand,ind,0.0
Uganda,Es...Electrification rate,ind,0.014
Uganda,Es...Population using solid fuels for cooking,ind,0.02
Uganda,Financiamiento y Inversión,param,0.488
Uganda,Es...Clean energy investments,ind,0.017
Uganda,Es...Growth rate of clean energy investments,ind,0.0
Uganda,Es...Asset finance investments,ind,0.0
Uganda,Es...Corporate finance investments,ind,0.0
Uganda,Es...VC/PE investments,ind,0.0
Uganda,"Es...Loans, grants, grant programs",ind,0.018
Uganda,Es...Local investments,ind,0.0
Uganda,Es...Number of Green MFI,ind,0.002
Uganda,Es...Green micro-loans,ind,0.0
Uganda,Es...Green micro-borrowers,ind,0.058
Uganda,Es...Average cost of green micro debt,ind,0.006
Uganda,Es...Average cost of debt,ind,0.023
Uganda,Es...Swap rate,ind,0.022
